instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,kerr,target_onset,target_color,target_pos,target_file,target_resp,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,odd_target_pos,even_target_pos,odd_target_resp,odd_target_file,even_target_file,even_target_resp,odd_target_side,even_target_side,participant,date,expName,psychopyVersion,OS,frameRate,train_block_note_resp.keys,train_block_note_resp.rt,blocks_train.thisRepN,blocks_train.thisTrialN,blocks_train.thisN,blocks_train.thisIndex,blocks_train.ran,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_num,too_slow,too_soon,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
space,0,42.8243,right,1,1.2312,0,0.846506841,#a3d0fb,"[""0.25"",""0""]",right_blue.png,right,0,0,0,1,1,,,right,right_blue.png,up_orange.png,up,right,up,5eba75d1758c7a1cffb62685,2021-09-08_08h59.51.860,arrow_simon_vert,2021.1.2,Win32,95.73958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,down,1,0.7855,0,0.356702254,#f3af84,"[""0"",""-0.25""]",down_orange.png,down,0,1,1,2,1,,,left,left_blue.png,down_orange.png,down,left,down,5eba75d1758c7a1cffb62685,2021-09-08_08h59.51.860,arrow_simon_vert,2021.1.2,Win32,95.73958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,left,0,0.3882,1,0.057660604,#a3d0fb,"[""-0.25"",""0""]",right_blue.png,right,0,2,2,0,1,,,right,right_blue.png,up_orange.png,up,left,down,5eba75d1758c7a1cffb62685,2021-09-08_08h59.51.860,arrow_simon_vert,2021.1.2,Win32,95.73958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,down,1,1.5877,0,0.67284938,#f3af84,"[""0"",""0.25""]",down_orange.png,down,0,3,3,3,1,,,left,left_blue.png,down_orange.png,down,right,up,5eba75d1758c7a1cffb62685,2021-09-08_08h59.51.860,arrow_simon_vert,2021.1.2,Win32,95.73958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,left,1,0.5785,0,0.22790626,#a3d0fb,"[""-0.25"",""0""]",left_blue.png,left,1,0,4,2,1,,,left,left_blue.png,down_orange.png,down,left,down,5eba75d1758c7a1cffb62685,2021-09-08_08h59.51.860,arrow_simon_vert,2021.1.2,Win32,95.73958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,up,1,0.7807,0,0.395805606,#f3af84,"[""0"",""0.25""]",up_orange.png,up,1,1,5,1,1,,,right,right_blue.png,up_orange.png,up,right,up,5eba75d1758c7a1cffb62685,2021-09-08_08h59.51.860,arrow_simon_vert,2021.1.2,Win32,95.73958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,left,1,0.6794,0,0.345171309,#a3d0fb,"[""-0.25"",""0""]",left_blue.png,left,1,2,6,2,1,,,left,left_blue.png,down_orange.png,down,left,down,5eba75d1758c7a1cffb62685,2021-09-08_08h59.51.860,arrow_simon_vert,2021.1.2,Win32,95.73958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,down,1,0.506,0,0.133348783,#f3af84,"[""0"",""-0.25""]",down_orange.png,down,1,3,7,2,1,,,left,left_blue.png,down_orange.png,down,left,down,5eba75d1758c7a1cffb62685,2021-09-08_08h59.51.860,arrow_simon_vert,2021.1.2,Win32,95.73958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,right,1,0.6146,0,0.17199619,#a3d0fb,"[""0.25"",""0""]",right_blue.png,right,2,0,8,1,1,,,right,right_blue.png,up_orange.png,up,right,up,5eba75d1758c7a1cffb62685,2021-09-08_08h59.51.860,arrow_simon_vert,2021.1.2,Win32,95.73958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,up,1,0.7602,0,0.428555708,#f3af84,"[""0"",""0.25""]",up_orange.png,up,2,1,9,1,1,,,right,right_blue.png,up_orange.png,up,right,up,5eba75d1758c7a1cffb62685,2021-09-08_08h59.51.860,arrow_simon_vert,2021.1.2,Win32,95.73958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,right,1,0.9206,0,0.274098207,#a3d0fb,"[""-0.25"",""0""]",right_blue.png,right,2,2,10,0,1,,,right,right_blue.png,up_orange.png,up,left,down,5eba75d1758c7a1cffb62685,2021-09-08_08h59.51.860,arrow_simon_vert,2021.1.2,Win32,95.73958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,up,1,0.9151,0,0.49975601,#f3af84,"[""0"",""-0.25""]",up_orange.png,up,2,3,11,0,1,,,right,right_blue.png,up_orange.png,up,left,down,5eba75d1758c7a1cffb62685,2021-09-08_08h59.51.860,arrow_simon_vert,2021.1.2,Win32,95.73958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
